sentence	paragraph	Alatopiikki	kommentti	textid	indicatorword	indicator.deprel	headverb_lemma	headverb_person	words_total	kokoteksti
Asuminen pääkampuksen asuntolassa oli edullista, ja Kelan opintotuki ulkomaille riitti muutenkin mainiosti kattamaan käytännössä kaikki kuluni Moskovassa.	Asuminen pääkampuksen asuntolassa oli edullista, ja Kelan opintotuki ulkomaille riitti muutenkin mainiosti kattamaan käytännössä kaikki kuluni Moskovassa. Asuntolassa on 13 kerrosta, ja rakennuksesta löytyy muun muassa ilmainen pesula ja kuudennen kerroksen pieni kahvila. Vuodevaatteet ja pyyhkeet tulevat ”talon puolesta”, ja niitä voi vaihtaa keskiviikkoisin. Huoneissa on kylpyhuoneet ja jääkaapit, ruokaa voi taas laittaa kerroskeittiöissä, joita on yksi per kerros.			817	asua	nsubj:cop	edullinen	--	59	https://puolukka.uta.fi/jhout/analyzer/index.php?id=817
Asumisjärjestelyt olivat vaihdon aikana paljon puhuttu sirkus, kun jatkuvasti joku muutti paikasta toiseen erinäisistä syistä.	Asumisjärjestelyt olivat vaihdon aikana paljon puhuttu sirkus, kun jatkuvasti joku muutti paikasta toiseen erinäisistä syistä. Näissä asioissa ei kannattanut olla liian sinisilmäinen tai nirso. Itse onnistuin sattuman kautta löytämään sopivan asunnon Airbnb:n välityksellä jo Suomesta käsin. Kontaktoin vuokraemäntäni kuitenkin ilman kyseistä palvelua ja teimme avoimen kirjallisen vuokrasopimuksen hintaan 240€/kk +150€ takuu. Minulla oli kaksi kämppistä, jotka vaihtuivat vähän väliä. Minulla oli myös oma huone. Tietyistä mukavuuksista jouduin kuitenkin luopumaan, kuten tarpeeksi pitkä sänky ja lämmin vesi suihkussa minuutin jälkeen. Vesi oli juomakelpoista, vaikka maistuikin vähän erilaiselta suomalaiseen kraanaveteen nähden. Sevillassa asumisessa on hyvä huomioida, että suurinta osaa rakennuksista ei ole tiivistetty tuplaikkunoilla ja kunnollisilla eristeillä, kuten suomessa, vaan erityisesti loppusyksyn viileät yöt pudottavat sisälämpötilan hyvinkin alhaisiin lukemiin. Omassa huoneessani oli kivilattia, joka hohkasi kylmää yllättävänkin paljon.			224	asua#järjestely	nsubj:cop	sirkus	--	127	https://puolukka.uta.fi/jhout/analyzer/index.php?id=224
Ulkomaisille opiskelijoille tarkoitettu asuntola on vain kolme vuotta vanha ja täten melko moderni.	"Ulkomaisille opiskelijoille tarkoitettu asuntola on vain kolme vuotta vanha ja täten melko moderni. Termin ""moderni"" voi paikan päälle saavuttuaan ymmärtää ihmisestä riippuen eri tavoin, mutta verrattuna venäläisiin asuntoloihin asuinolosuhteet ovat erinomaiset. Asuntolassa asuu omissa siivissään myös venäläisiä opiskelijoita. Itse jaoin huoneen kahden italialaisen opiskelijan kanssa ja viereisessä huoneessa asui meksikolainen ja brasilialainen opiskelija. Näiden kahden huoneen asukkaat siis jakavat keskenään eteisen, jääkaapin, kylpyhuoneen ja vessan. Ihmistyypistä riippuen toinen näkee tässä asumismuodossa yksityisyyden puutetta ja kiistoja ja toinen voi nähdä mahdollisuuden. Itse sijoituin näiden kahden näkemyksen välimaastoon: välillä oli hieman vaikeaa elää niin tiiviisti yhdessä monen ihmisen kanssa, mutta toisaalta yksi lukukausi asuntolassa maksaa vain 3 000 ruplaa (eli noin 8 euroa kuussa). Vuokra-asunnon hankkiminenkin on mahdollista, mutta silloin olisi hyvä olla joku kämppis, jonka tuntee hyvin. Vuokrat luonnollisesti vaihtelevat alueesta riippuen, mutta sanoisin niiden olevan arviolta 200 euroa kuussa soluasunnoissa. Asuntolassa tietysti hyvä puoli on se, että kaikki kansainväliset opiskelijat ja läheiset kaverit ovat kaikki lähellä ja porukalla lähteminen johonkin on aina helpompaa. Asuntola on suljettu välillä 01.00-06.00, joka saattaa vaikeuttaa yökerhoissa käymistä, mikäli juhlimiseen on suurta taipumusta. Alkoholin säilyttäminen ja sen tuominen asuntolaan on kiellettyä ja tätä vahditaan aina silloin tällöin."			807	asun#tola	nsubj:cop	vanha	--	192	https://puolukka.uta.fi/jhout/analyzer/index.php?id=807
Se oli kuitenkin erittäin hankalaa, sillä monet olivat jo syksyllä muuttaneet yhteen ja enää oli jäljellä vain kalliimmat opiskelija-asuntolat.	Se oli kuitenkin erittäin hankalaa, sillä monet olivat jo syksyllä muuttaneet yhteen ja enää oli jäljellä vain kalliimmat opiskelija-asuntolat. Muutin sellaiseen sitten loppujen lopuksi. Sain sieltä 15 neliöisen huoneen, jossa minulla pieni keittokomero ja oma kylpyhuone. Asuntola sijaitsi lähes keskustassa, jotten kaikki palvelut olivat lähellä. Kevätlukukaudeksi se toimikin, mutta jos olisin ollut pidempään niin en välttämättä siihen jäisi. Eli en suosittele pidemmäksi aikaa. Vuokra oli rapeat 640e kuitenkin. Siihen kuului netti, ja kerran kuukaudessa siivous. Pyykkien peseminen onnistui asuntolan pesutuvassa, jossa oli vain 2 konetta, vaikka asuntolassa oli lähes 300 opiskelijaa. Se maksoi kuitenkin erikseen. Suosittelen siis kämppisasumista ja olisin itse halunnut kovasti sellaiseen, sillä ne jotka asuivat sellaisessa olivat varsin tyytyväisiä. Airbnb asuminen olisi ollut myös hyvä mahdollinen vaihtoehto, sain tietää siitä hieman liian myöhään. Ilmeisesti hinnatkaan eivät olisi olleet järin korkeat.			534	opiskelija-asuntola	nsubj:cop	hankala	--	133	https://puolukka.uta.fi/jhout/analyzer/index.php?id=534
Koska kurssini olivat kaikki yliopiston keskustakampuksella ja yliopiston asuntola kahdeksan kilometrin päässä laitakaupungin Sart Tilman–kampuksella, oli järkevintä etsiä asunto yksityiseltä vuokranantajalta.	Koska kurssini olivat kaikki yliopiston keskustakampuksella ja yliopiston asuntola kahdeksan kilometrin päässä laitakaupungin Sart Tilman–kampuksella, oli järkevintä etsiä asunto yksityiseltä vuokranantajalta. Nettitietojen perusteella vapaita asuntoja vaikutti olevan kaupungissa paljon, ja niinpä päätinkin tutustua asuntoihin rauhassa paikan päällä.			76	asun#tola	nsubj:cop	järkevä	--	14	https://puolukka.uta.fi/jhout/analyzer/index.php?id=76
Asuntolamme on uusi, rakennettu 2013 vuonna.	Asuntolamme on uusi, rakennettu 2013 vuonna. Asuntoa ei tarvinnut etsiä, vaan se kuuluu automaattisesti tänne vaihtoon tuleville, jotka vastaavat myöntävästi asunnon tarpeeseen. (Osoite: Malysheva 144/ Komsomolskaya 66) Ulkoapäin asuntola on upea ja sisältä se on upea jos vertaa muihin paikallisiin asuntoloihin, kuitenkin yllättävän huonokuntoinen näin uudeksi asuntolaksi. Huoneessani kaikki kaapit huojuvat jos niitä yrittää siirtää ja hissi on todella usein jumissa. Jos jokin menee rikki esim. suihkukaapissa ei omasta viasta johtuen asuntola, saattaa korvata rikki menneen esineen, jos heidän varastostaan vielä löytyy varaosia, mutta jos varaosia ei löydy on asukki vastuussa tavaran ostamisesta. Ennen uutta vuotta joihinkin huoneisiin tultiin tekemään kylppärissä putkiremonttia ja siihen aikaan remonttimies astui kylppärini muovisen vesiputken päälle ja kaikki vesi joka tuli suihkussa käydessä tuli lattialle. Remonttimies selitti asiaa sillä, että putket ovat jo vanhat ja menevät siksi rikki (vaikka putki oli mennyt rikki samana aamuna, kun hän oli ollut töissä ja asuntola on erittäin uusi). Kerroin asuntolan vastaaville tapahtumasta ja he passittivat minut ostamaan putken. Ostettuani sen ja odotettuani, että putkimies tulee sen asentamaan selvisi, että vielä täytyisi käydä ostamassa lisäosa putkeen, joten menin senkin hankkimaan ja asia saatiin korjattua. Venäjää osaaville tällaiset ärsyttävät yksityiskohdat ovat hoidettavissa, mutta täällä on myös vaihto-oppilaita, joiden venäjän kielen taidot ovat alkeellisella tasolla ja jotka eivät itse pysty asioitansa hoitamaan.			806	asun#tola	nsubj:cop	uusi	--	211	https://puolukka.uta.fi/jhout/analyzer/index.php?id=806
Asuntola on 3 asemaa Ikebukurosta, yhdestä Tokion isoimmista keskustoista, ja yliopisto vielä 2 asemaa Ikebukurosta.	Asuntola on 3 asemaa Ikebukurosta, yhdestä Tokion isoimmista keskustoista, ja yliopisto vielä 2 asemaa Ikebukurosta. Koulusta saa todistuksen junan/metron kuukausilippua varten, mutta se tulee maksamaan silti reilu 100e/3kk. Sen sijaan asuntola on todella halpa, vain noin 150e/kk sähkö ja vesi mukaan lukien. Käytin ilmastointilaitetta päivittäin kesät ja talvet, eikä vuokra noussut koskaan tuon suuremmaksi. Huone on riittävän suuri, siellä on oma vessa. Hanasta ei kuitenkaan tule kuin kylmää vettä. Asuntolalla on myös iso kylpyosasto, jossa on omat huoneet aina omalle kylpyammeelle, joten saa olla omassa rauhassa, ja jokaisessa kerroksessa kaksi suihkua. Myös pyykkihuone jossa on 3 pesukonetta ja 2 kuivausrumpua löytyy joka kerroksesta.			345	asun#tola	nsubj:cop	asema	--	106	https://puolukka.uta.fi/jhout/analyzer/index.php?id=345
Luettuani edelliset matkakertomukset kuvittelin, että tulen asumaan pienessä huoneessa monien muiden kanssa, keittiö olisi aina likainen, jääkaapista varastettaisiin aina ruokaa, jne.	Luettuani edelliset matkakertomukset kuvittelin, että tulen asumaan pienessä huoneessa monien muiden kanssa, keittiö olisi aina likainen, jääkaapista varastettaisiin aina ruokaa, jne. Tosiasiassa huone oli melko iso (ainakin minun hostellissani) ja keittiö oli ihan ok, koska ammattilaissiivooja tuli siivoomaan sitä joka arkipäivä. Ruokaa varastettiin tosi harvoin, ehkä kolme kertaa koko vaihdon aikana. Jokaisessa huoneessa oli maksullinen ilmastointilaite. Minulla oli yksi huonetoveri Saksasta ja kerroksessa ei asunut ketään muita vaihto-opiskelijoita (mikä oli hyvä asia minulle, koska halusin tutustua paikallisiin). Asuntolasta totta kai löytyy pesutupa. Opiskelijakortille on ladattava rahaa, sitten sitä käytetään pesukoneisiin ja kuivureihin. Asuin 10. kerroksessa ja minun ikkunastani oli upea näkymä merelle. Talossa tapahtui aina jotakin (cooking night, fashion show, jne.), sillä asukkaiden järjestö oli melko aktiivinen. Tammikuussa jopa tarjottiin ilmaista aamupalaa. Asuminen maksoi reilut 600 euroa koko lukukaudesta + noin 130 euroa vakuutta, joka palautetaan myöhemmin.			385	asua	Muu	kuvitella	Sing.1	136	https://puolukka.uta.fi/jhout/analyzer/index.php?id=385
Kuten jo aiemmin mainitsin, päätin asua yliopiston asuntolassa, joka on kampuksen sisäpuolella.	Kuten jo aiemmin mainitsin, päätin asua yliopiston asuntolassa, joka on kampuksen sisäpuolella. Gonzaga tarjosi kahden hengen huoneita edulliseen hintaan ja minulla oli positiivisia kokemuksia asuntolasta edelliseltä oleskelultani. Asuntola on rakennettu 2000-luvun loppupuolella ja on hyvässä kunnossa. Asuntola tarjosi kaiken tarvittavan pyykkituvista ja salista ruokalaan ja huoneissa oli ilmastointi. Asuntolassa oli curfew, mutta tämä ei juuri haitannut asumistani. Vaihto-opiskelijoille tämä tarkoitti vain tulemista kotiin ennen kello viittä aamulla ja vaatimusta tehdä ilmoitus netissä, jos aikoi yöpyä muualla. Soulissa on tarjolla paljon erilaisia majoitusvaihtoehtoja, mutta hyvän paikan löytäminen netin välityksellä voi olla hyvin vaikeaa, jos ei tunne ketään maassa tai puhu Koreaa. Lisäksi ulkomaalaisilta saatetaan pyytää korkeampia hintoja. Asuntolan tasoista majoitusta ei ole saatavilla samaan hintaan.			435	asua	Muu	päättää	Sing.1	114	https://puolukka.uta.fi/jhout/analyzer/index.php?id=435
Itse valitsin muualla kuin kampuksella asumisen, ja tein mielestäni siinä itselleni oikean päätöksen.	Itse valitsin muualla kuin kampuksella asumisen, ja tein mielestäni siinä itselleni oikean päätöksen. Kampuksella toki asui paljon vaihto-oppilaita, joiden porukkaan olisi kenties päässyt paremmin mukaan siellä asumalla, mutta olin itse iloinen, että tutustuin myös paikallisiin. Asuin siis kahden neljättä vuotta Carletonissa opiskelevan tytön kanssa omakotitalossa kaupungin liepeillä. Tytöt olivat kanadalaisen helpostilähestyttäviä ja vieraanvaraisia, auttoivat kaikessa ja kutsuivat mukaan bileisiinsä. Kanadalaisten kanssa ylipäänsä on yleensä ottaen todella helppo tulla toimeen ja he tuntuivat aidosti olevan kiinnostuneita tutustumaan eksoottisiin ulkomaalaisiin.			363	asua	Muu	valita	Sing.1	78	https://puolukka.uta.fi/jhout/analyzer/index.php?id=363
Koska Reykjavikin vuokra- ja opiskelija-asuntotilanne on hyvin huono, vaihto-opiskelijat majoittuvat useimmiten guesthouseissa.	Koska Reykjavikin vuokra- ja opiskelija-asuntotilanne on hyvin huono, vaihto-opiskelijat majoittuvat useimmiten guesthouseissa. Guesthouset ovat hostelleja, joista moni majoittaa turisteja sesonkiaikaan kesällä ja tarjoaa vaihtareille pidempiaikaista majoitusta talvikaudella. Guesthousejen pidempiaikainen majoitus alkaa vasta syyskuun alusta, ja koska itse opinnot alkoivat elokuun puolella, joutuivat monet vaihtarit hankkimaan elokuun ajaksi vaihtoehtoisen majapaikan. Me turvauduimme hostellimajoitukseen turistihinnoin. Alun perin olimme varanneet kahden hengen huoneen downtownista, mutta koska kyseinen guesthouse oli ilmeisesti mennyt konkurssiin meille siitä ilmoittamatta, jouduimme viime hetkellä vaihtamaan elokuun majoitustamme. Valinnanvara oli heikko, joten päädyimme Bus Hostelliin (noin 20 min kävelymatkan päässä yliopistossa) 16 hengen dormiin. Kun rankan matkustuspäivän päätteeksi saavuimme tuon hostellin aulaan, meille ilmoitettiin, ettei check in onnistukaan (kuten oli ollut puhetta) vielä, vaan vasta kahden tunnin kuluttua. Avomieheni joutui lähtemään ylipistolle, sillä hänelle pakollinen orientoiva luento oli alkamassa. Orientaatiopäivä oli nimittäin muutettu orientaatioviikoksi kesän lopulla, jolloin olimme jo varanneet lennot, ja siten orientoivat alkoivatkin kolme päivää aiemmin kuin oli alun perin ilmoitettu. Vaihdossakaan kaikki ei todellakaan mene siis aina kuin strömsössä..			263	opiskelija-asunto#tila	Muu	majoittua	Plur.3	162	https://puolukka.uta.fi/jhout/analyzer/index.php?id=263
Kielikurssin ajan asuin Maaülikoolin asuntolassa, joka on hieman kauempana keskustasta( kävelyetäisyydellä silti) .	Kielikurssin ajan asuin Maaülikoolin asuntolassa, joka on hieman kauempana keskustasta (kävelyetäisyydellä silti). Asuntolapaikka osoitettiin minulle kurssin järjestäjien puolelta ja jaoin huoneeni yhden kurssikaverini kanssa. Yleensäkin Tartossa asuntolahuoneissa asuu kaksi (samaa sukupuolta olevaa) opiskelijaa. Kielikurssin aikana tulin siihen tulokseen, että nukkumisvaikeuksieni takia mieluiten kuitenkin asuisin omassa huoneessa ja päädyin puoliksi sattumalta etsimään vuokra-asuntoa yhdessä yhden saksalaisen kurssikaverini kanssa. Vuorokauden kuluttua asunnon etsimisen aloittamisesta olimme jo näytössä ja päädyimme vuokraamaan sen ainoan huoneiston mitä kävimme katsomassa. Tässä vaiheessa emme vielä tienneet että uusi kotikatumme Rüütli onkin bilettämisen pääkatu ja jopa eräänlainen käsite. Asunto oli suomalaisen omistama kalustettu kaksio vanhan kerrostalon kattokerroksessa ja vuokra (jaettuna kahdelle) oli tasan sen verran mitä Kela Virossa opiskelevalle korvaa. Sijainti maisemineen päivineen oli mitä parhain, mutta asunnon kunto taas sitten vähän huonompi. Tartossa monet etenkin tutkintoa opiskelevat kansainväliset opiskelijat asuvat kimppakämpissä, joten jos asuntola-asuminen ei nappaa niin kannattaa alkaa kyselemään ihmisiltä heti kun sellaisia tapaa. Toki voi tehdä myös kuten itse tein ja etsiä itse kaverin kanssa asunnon. Valtaosa kv-opiskelijoista kuitenkin asuu asuntoloissa, joten ei sekään mikään mahdoton vaihtoehto ole. Ainakin suurimmassa ja kansainvälisimmin asutetussa asuntolassa Raatusessa lähes kaikissa asunnoissa on kolme kahden hengen huonetta, keittiö, wc ja kylpyhuone. Asuntola-asumisen hyvä puoli on että asuntoloissa tapaa paljon ihmisiä ja on todennäköisemmin (vaihto-opiskelijoihin liittyvien) tapahtumien keskiössä.			838	asun#tola	Muu			208	https://puolukka.uta.fi/jhout/analyzer/index.php?id=838
Halusin asua Mainzissa jaetussa kämpässä, ja hain soluhuonetta sekä Studierendenwerkiltä että yksityiseltä.	Halusin asua Mainzissa jaetussa kämpässä, ja hain soluhuonetta sekä Studierendenwerkiltä että yksityiseltä. Studierendenwerkin elektronisen hakemuksen kanssa oli alussa ongelmia, mutta sain kuitenkin sitä kautta lopulta huoneen 8 hengen WG:stä (Wohngemeinschaft eli saksalaisittain soluasunto tai kimppakämppä) Inter2-nimisestä asuntolasta suoraan kampukselta. Meitä oli 4 ulkomaalaista ja 4 saksalaista, joten kielitaitoa pääsi treenaamaan kotonakin, ja kämppäkavereista sai myös hyviä kavereita. Kämpän sijainti oli hyvä mutta yli 300 euron hinta myös sen mukainen. Kannattaa myös huomioida, että Studierenwerk tarjoaa vaihtareille vain 6 tai 12 kuukauden sopimuksia, eli jollei alivuokralaista löydy, joutuu opiskelija maksamaan vuokraa myös tyhjästä kämpästä jo kotimaahansa palattuaan. Siinä mielessä yksityistä kannattaa myös harkita. Suurin osa vaihtareista kuitenkin asuu opiskelija-asuntoloissa, ja tarjontaa niistä löytyykin itse asiassa aika paljon, ja suurin osa asuntoloista onkin joko uusia tai perusteellisesti korjattuja – poikkeuksena halvemmat kampuksen Inter 1 sekä kauempana sijaitsevat Hechtscheim ja Weisenau.			674	asua	Muu	haluta	Sing.1	137	https://puolukka.uta.fi/jhout/analyzer/index.php?id=674
Monella varmaan herää jo kysymys, entäs asuminen?	Monella varmaan herää jo kysymys, entäs asuminen? Itse olin katsellut Granadan vaihtariryhmien erilaisilta Facebook -sivuilta (esim. Erasmus Granada jne.) asuntoja jo etukäteen ennen vaihtoon lähtemistä. Kämppätarjonta on Granadassa (kuten yleisestikin Espanjassa) erittäin runsasta, eikä sen löytymisen suhteen tarvitse siis panikoda. Juttelin muutamien ihmisten kanssa facebookin ja whatsapin välityksellä ja lopulta sovin alustavasti itselleni huoneen 4 hengen asunnosta noin viikkoa ennen vaihtoonlähtöäni. Moni vaihtarikaverini kuitenkin teki niin, että saapui Granadaan muutamaksi päiväksi hostelliin ja kävi sitten paikanpäällä katsomassa asuntoja. Suosittelen jälkimmäistä vaihtoehtoa lämpimästi.			204	asua	Muu	herätä	Sing.3	82	https://puolukka.uta.fi/jhout/analyzer/index.php?id=204
Koska minulla on jo ennestään kavereita Wienissä, pystyin asumaan kaverini kanssa alivuokralaisena, mikä teki hinnasta naurettavan.	Koska minulla on jo ennestään kavereita Wienissä, pystyin asumaan kaverini kanssa alivuokralaisena, mikä teki hinnasta naurettavan. Muuten vuokra-asuntojen hinnat ovat suurin piirtein samaa luokkaa kuin Suomessakin. Moni muista vaihtareista kuitenkin asui opiskelija-asuntoloissa. Olen käynyt siellä ja ainakin ne, missä kävin, olivat tosi siistejä ja hyväkuntoisia. Yhteiset keittiöt ovat isoja; vessan ja suihkun yleensä joutuu jakamaan vain parin-kolmen ihmisen kesken.			319	asua	Muu	pystyä	Sing.1	59	https://puolukka.uta.fi/jhout/analyzer/index.php?id=319
